Product Name,Article Number,Product Description,Designer,Number of Ratings,Overall Rating,Product Department,Product Subfunction,Number of Packages,Package Width,Package Height,Package Length,Package Weight
GIVANDE,503.400.97,,IKEA of Sweden,2,4.5,Dining,"Wrapping paper, gift bags & accessories",1,5 cm,5 cm,14 cm,0.04 kg
GIVANDE,703.481.15,,S Edholm/L Ullenius,3,5,Dining,"Wrapping paper, gift bags & accessories",1,10 cm,4 cm,70 cm,0.49 kg
GIVANDE,103.481.18,,IKEA of Sweden,na,See Reviews,Dining,"Wrapping paper, gift bags & accessories",1,na,na,70 cm,0.24 kg
GIVANDE,103.400.99,,IKEA of Sweden,3,4,Dining,"Wrapping paper, gift bags & accessories",1,na,na,70 cm,0.34 kg
GIVANDE,003.481.14,,IKEA of Sweden,1,5,Dining,"Wrapping paper, gift bags & accessories",1,na,na,70 cm,0.24 kg
GIVANDE,703.481.20,,S Edholm/L Ullenius,1,5,Dining,"Wrapping paper, gift bags & accessories",1,10 cm,4 cm,70 cm,0.49 kg
LANKMOJ,004.022.38,A beautiful notebook will always inspire you – a good remedy for boring meetings. Made with paper from more sustainable sources and designed with different details to be as unique as you are.,IKEA of Sweden/S Edholm/L Ullenius,2,5,Dining,Stationary,1,15 cm,2 cm,21 cm,0.37 kg
FULLFÖLJA,404.022.79,"To keep your writing or calculations neat on the blank pages, a loose leaf with lines and boxes is included. You can put it behind the page you are writing or calculating on.",,3,5,Dining,Stationary,1,15 cm,2 cm,21 cm,0.37 kg
FULLFÖLJA,004.022.81,"To keep your writing or calculations neat on the blank pages, a loose leaf with lines and boxes is included. You can put it behind the page you are writing or calculating on.",,2,5,Dining,Stationary,1,18 cm,2 cm,26 cm,0.59 kg
FULLFÖLJA,903.590.56,,IKEA of Sweden,2,5,Dining,Stationary,1,12 cm,1 cm,18 cm,0.08 kg
ANILINARE,404.020.38,A beautiful notebook will always inspire you – a good remedy for boring meetings. Made with paper from more sustainable sources and designed with different details to be as unique as you are.,IKEA of Sweden/S Edholm/L Ullenius,na,See Reviews,Dining,Stationary,1,16 cm,1 cm,20 cm,0.29 kg
LANKMOJ,504.022.31,A beautiful notebook will always inspire you – a good remedy for boring meetings. Made with paper from more sustainable sources and designed with different details to be as unique as you are.,IKEA of Sweden/S Edholm/L Ullenius,3,5,Dining,Stationary,1,16 cm,1 cm,20 cm,0.29 kg
KNALLGUL,704.255.47,A long way to the desk? Then this clipboard can be a good alternative. In the KNALLGUL collection there are more desk accessories that help make everyday living easier - and wonderfully colorful.,IKEA of Sweden/S Edholm/L Ullenius,1,5,Dining,Stationary,1,23 cm,1 cm,32 cm,0.18 kg
KNALLGUL,104.255.45,"The desk organizer is perfect for storing all kinds of small things – and since the 5 boxes are loose, you can move and place them in the way that suits you and your things best.",IKEA of Sweden/S Edholm/L Ullenius,na,See Reviews,Dining,Stationary,1,18 cm,9 cm,25 cm,0.41 kg
KNALLGUL,804.255.99,"With these sticky notes, you can mark the pages you want to quickly find. In the KNALLGUL collection there are more desk accessories that help you make everyday living a little more organized – and colorful.",IKEA of Sweden/S Edholm/L Ullenius,na,See Reviews,Dining,Stationary,1,11 cm,1 cm,18 cm,0.08 kg
KNALLGUL,004.255.98,Mark your things with sticky labels to make them easier to find. In the KNALLGUL collection there are more desk accessories that help you make everyday living a little more organized – and colorful.,IKEA of Sweden/S Edholm/L Ullenius,na,See Reviews,Dining,Stationary,1,8 cm,0 cm,20 cm,0.01 kg
KNALLGUL,304.255.25,Small notebooks with elastic bands that help them keep their shape. In the KNALLGUL collection there are more desk accessories that help you make everyday living a little more practical – and colorful.,IKEA of Sweden/S Edholm/L Ullenius,na,See Reviews,Dining,Stationary,1,9 cm,3 cm,15 cm,0.21 kg
KNALLGUL,604.255.19,This notebook is made of paper from more sustainable sources. One of many desk accessories in the KNALLGUL collection that help you make everyday living a little more organized – and colorful.,IKEA of Sweden/S Edholm/L Ullenius,na,See Reviews,Dining,Stationary,1,15 cm,2 cm,21 cm,0.37 kg
KNALLGUL,004.255.41,"With this patterned paper tape, you can decorate your gifts, boxes and cards in an instant. The paper tape is just as easy to fix and remove – and it leaves no marks.",IKEA of Sweden/S Edholm/L Ullenius,na,See Reviews,Dining,Stationary,1,na,na,6 cm,0.03 kg
KNALLGUL,104.255.50,Difficult to keep track of what's happening at home or at work? This weekly planner helps you stay on top of things. A column for each day – simple and practical.,IKEA of Sweden/S Edholm/L Ullenius,na,See Reviews,Dining,Stationary,1,21 cm,1 cm,30 cm,0.46 kg
KUNGSFORS,003.349.23,"Inspired by professionals, but adapted for you. Just like in a restaurant kitchen, we’ve focused on durable materials and smart wall storage that provides the space needed for all creative home cooks.",Ehlén Johansson,11,4.4,Dining,Wall organizers,1,12 cm,1 cm,12 cm,0.08 kg
PROPPMÄTT,502.334.22,"Can be placed over the bowl on BOHOLMEN, BREDSKÄR or FYNDIG sink to get an extra work surface for preparing food.",Jon Karlsson,52,3.5,Dining,Chopping boards,1,28 cm,2 cm,46 cm,1.48 kg
IKEA 365+,903.411.70,15-year Limited Warranty. Read about the terms in the Limited Warranty brochure.,Preutz/Wihlborg/Braasch/Karlsson,37,4.8,Dining,Knives,1,19 cm,2 cm,37 cm,0.61 kg
IKEA 365+,102.835.22,15-year Limited Warranty. Read about the terms in the Limited Warranty brochure.,Preutz/Wihlborg/Braasch/Karlsson,10,4.4,Dining,Knives,1,7 cm,2 cm,40 cm,0.26 kg
IKEA 365+,702.835.24,15-year Limited Warranty. Read about the terms in the Limited Warranty brochure.,Preutz/Wihlborg/Braasch/Karlsson,4,5,Dining,Knives,1,7 cm,2 cm,36 cm,0.23 kg
IKEA 365+,702.879.37,15-year Limited Warranty. Read about the terms in the Limited Warranty brochure.,Preutz/Wihlborg/Braasch/Karlsson,19,4.8,Dining,Knives,1,7 cm,2 cm,36 cm,0.25 kg
IKEA 365+,102.835.17,15-year Limited Warranty. Read about the terms in the Limited Warranty brochure.,Preutz/Wihlborg/Braasch/Karlsson,17,4.8,Dining,Knives,1,7 cm,2 cm,32 cm,0.17 kg
IKEA 365+,302.835.21,15-year Limited Warranty. Read about the terms in the Limited Warranty brochure.,Preutz/Wihlborg/Braasch/Karlsson,17,4.9,Dining,Knives,1,7 cm,3 cm,26 cm,0.14 kg
IKEA 365+,702.835.19,15-year Limited Warranty. Read about the terms in the Limited Warranty brochure.,Preutz/Wihlborg/Braasch/Karlsson,8,4.9,Dining,Knives,1,8 cm,2 cm,43 cm,0.25 kg
LÄMPLIG,003.098.29,The chopping board collects food juice in the milled groove and prevents it from spilling on to your countertop.,,97,4.6,Dining,Chopping boards,1,46 cm,4 cm,53 cm,3.17 kg
APTITLIG,002.334.29,"Easy-care, easy going bamboo – a natural material that adds color and warmth to your kitchen and at the same time provides a durable surface that’s a pleasure to chop and slice on.",Jon Karlsson,44,4.6,Dining,Chopping boards,1,36 cm,3 cm,45 cm,3.50 kg
APTITLIG,802.334.30,"Easy-care, easy going bamboo – a natural material that adds color and warmth to your kitchen and at the same time provides a durable surface that’s a pleasure to chop and slice on.",Jon Karlsson,41,4.5,Dining,Chopping boards,1,28 cm,2 cm,45 cm,1.55 kg
APTITLIG,602.334.26,"Easy-care, easy going bamboo – a natural material that adds color and warmth to your kitchen and at the same time provides a durable surface that’s a pleasure to chop and slice on.",Jon Karlsson,8,4.6,Dining,Chopping boards,1,15 cm,1 cm,24 cm,0.33 kg
LEGITIM,902.022.68,,IKEA of Sweden,109,4.2,Dining,Chopping boards,1,25 cm,1 cm,35 cm,0.58 kg
JÄMFÖRA,103.468.31,The blade of the knife has a ceramic non-stick coating. This makes the knife easy to clean and prevents food from sticking to the blade when cutting and chopping.,H Crondahl/A Pitkäjärvi,6,4.7,Dining,Knives,1,28 cm,3 cm,39 cm,0.70 kg
SMÅÄTA,803.203.47,"Made of solid wood, which is a durable natural material and gentle on your knives.",Jon Karlsson,28,4.8,Dining,Chopping boards,1,28 cm,2 cm,72 cm,2.20 kg
ÄNDLIG,702.576.24,Materials in the handle provide a firm grip.,D Crafoord/U Vejbrink,56,4.8,Dining,Knives,1,17 cm,2 cm,39 cm,0.37 kg
PROPPMÄTT,702.334.21,The chopping board collects food juice in the milled groove and prevents it from spilling on to your countertop.,Jon Karlsson,39,3.8,Dining,Chopping boards,1,27 cm,2 cm,38 cm,1.59 kg
PROPPMÄTT,302.334.18,"Made of solid wood, which is a durable natural material and gentle on your knives.",Jon Karlsson,18,3.9,Dining,Chopping boards,1,15 cm,2 cm,30 cm,0.40 kg
VÖRDA,303.411.73,,Håkan Olsson,31,4.9,Dining,Knives,1,19 cm,3 cm,37 cm,0.52 kg
VÖRDA,802.891.44,"The knife has a narrow, pointed blade which makes it easier to cut thin slices or separate meat from the bone.",Håkan Olsson,4,5,Dining,Knives,1,11 cm,3 cm,43 cm,0.34 kg
VÖRDA,302.891.46,"Broad and heavy knife, which gives power when cleaving large and tough raw ingredients.",Håkan Olsson,9,4.6,Dining,Knives,1,13 cm,3 cm,40 cm,0.48 kg
VÖRDA,002.891.62,The knife has a large high blade which gives good stability for chopping vegetables and meat.,Håkan Olsson,13,4.9,Dining,Knives,1,13 cm,3 cm,40 cm,0.33 kg
VÖRDA,102.892.32,The knife has a serrated edge which makes it easy to slice bread and cut soft vegetables such as tomatoes.,Håkan Olsson,8,4.3,Dining,Knives,1,9 cm,3 cm,44 cm,0.23 kg
VÖRDA,602.892.44,The knife has indentations on the blade which let air into the cutting surface so the food you slice doesn't stick to the blade.,Håkan Olsson,24,4.9,Dining,Knives,1,9 cm,3 cm,37 cm,0.22 kg
VÖRDA,202.892.36,Sturdy blade makes for easy dividing and chopping of foods such as meats and root vegetables.,Håkan Olsson,17,4.9,Dining,Knives,1,9 cm,3 cm,40 cm,0.24 kg
VÖRDA,102.892.46,"For easy slicing and trimming.
								                                                                                          
								Materials in the handle provide a firm grip.",Håkan Olsson,24,5,Dining,Knives,1,8 cm,2 cm,32 cm,0.12 kg
VÖRDA,702.891.68,The knife has a narrow and smooth blade which is good for filleting fish or trimming meat.,Håkan Olsson,12,4.8,Dining,Knives,1,9 cm,3 cm,38 cm,0.16 kg
VÖRDA,102.892.65,Small and handy. Suitable for peeling and trimming fruit and vegetables.,Håkan Olsson,37,4.8,Dining,Knives,1,7 cm,2 cm,27 cm,0.10 kg
SKOGSTA,803.054.22,"Made of solid wood, which is a durable natural material and gentle on your knives.",Marcus Arvonen,20,4.4,Dining,Chopping boards,1,30 cm,3 cm,50 cm,2.20 kg
FASCINERA,403.934.87,"This is a chopping board out of the ordinary. Made of mango wood from more sustainable sources, with a personal organic shape and visible grains. Just as good to chop on as to serve from.",Aaron Probyn,12,4,Dining,Chopping boards,1,19 cm,2 cm,29 cm,0.53 kg
FASCINERA,603.934.86,"This is a chopping board out of the ordinary. Made of mango wood from more sustainable sources, with a personal organic shape and visible grains. Just as good to chop on as to serve from.",Aaron Probyn,20,5,Dining,Chopping boards,1,23 cm,2 cm,53 cm,1.06 kg
ASPEKT,571.452.96,,,27,4.1,Dining,Sharpening tools,1,6 cm,6 cm,16 cm,0.06 kg
VARDAGEN,402.947.22,"Made of molybdenum/vanadium stainless steel, which is why the knife stays sharp for a very long time.",P Amsell/B Berlin,5,4.8,Dining,Knives,1,7 cm,2 cm,40 cm,0.29 kg
VARDAGEN,802.947.20,Sturdy blade makes for easy dividing and chopping of foods such as meats and root vegetables.,P Amsell/B Berlin,7,5,Dining,Knives,1,7 cm,2 cm,36 cm,0.24 kg
VARDAGEN,602.947.16,The knife has indentations on the blade which let air into the cutting surface so the food you slice doesn't stick to the blade.,P Amsell/B Berlin,11,4.5,Dining,Knives,1,7 cm,2 cm,36 cm,0.26 kg
VARDAGEN,202.947.18,Small and handy. Suitable for peeling and trimming fruit and vegetables.,P Amsell/B Berlin,12,4.6,Dining,Knives,1,7 cm,2 cm,26 cm,0.12 kg
SKÄRANDE,502.891.69,"Three different slots for fine, medium or coarse sharpening.",Håkan Olsson,24,4.7,Dining,Sharpening tools,1,15 cm,6 cm,28 cm,0.26 kg
HYVLA,302.938.98,,,17,4.3,Dining,Knives,1,16 cm,10 cm,25 cm,1.52 kg
IKEA 365+,102.863.99,"Flexible storage for knives since the knife block doesn't have slots, but is filled with tightly placed plastic strands so that you can insert the knives anywhere in the block.",Henrik Preutz,30,4.8,Dining,Knives,1,13 cm,13 cm,24 cm,2.16 kg
MATLUST,702.334.16,"You can easily turn the chopping board and use both sides when you prepare food, because it has easy-to-grip slanted edges.",Jon Karlsson,14,4.1,Dining,Chopping boards,1,24 cm,1 cm,34 cm,0.84 kg
FÖRSLAG,503.468.29,,Aaron Probyn,9,4.7,Dining,Knives,1,16 cm,2 cm,34 cm,0.35 kg
SKALAD,002.876.67,The included knife protector protects the knife blade in the kitchen drawer and makes it practical and safe to bring the knife on a picnic.,,33,4.8,Dining,Knives,1,4 cm,2 cm,20 cm,0.03 kg
FINFÖRDELA,303.358.98,The chopping board is flexible which makes it easier to pour out the cut food without spilling it.,IKEA of Sweden,100,4.3,Dining,Chopping boards,1,29 cm,0 cm,39 cm,0.22 kg
SMÅBIT,402.864.06,"Designed especially for safer and easier use for children, so that the whole family can help out in the kitchen.",Tina Christensen,18,4.8,Dining,Knives,1,12 cm,2 cm,26 cm,0.12 kg
SYSSELSÄTTA,303.590.16,,Henrik Preutz,3,5,Dining,Chopping boards,1,28 cm,2 cm,45 cm,2.40 kg
SKYDD,000.467.86,The oil prolongs the life of kitchen accessories in untreated wood.,,30,4.8,Dining,Chopping boards,1,9 cm,5 cm,20 cm,0.49 kg
FÖRDUBBLA,004.367.90,,H Crondahl/A Pitkäjärvi,1,5,Dining,Knives,1,12 cm,2 cm,31 cm,0.15 kg
TIDIG,002.626.57,You can easily direct the light where you want it because the spotlights are adjustable.,IKEA of Sweden,26,4.7,Dining,Ceiling spotlights,1,14 cm,12 cm,78 cm,2.14 kg
SKENINGE,503.164.79,"Put the spotlight on your favorite wall art or light up the areas where activities take place – spots and pendants can be used on the same track. Looks great whether at home, the office or restaurant.",David Wahl,na,See Reviews,Dining,Track lighting,1,10 cm,7 cm,20 cm,0.24 kg
SKENINGE,903.164.82,"Put the spotlight on your favorite wall art or light up the areas where activities take place – spots and pendants can be used on the same track. Looks great whether at home, the office or restaurant.",David Wahl,na,See Reviews,Dining,Track lighting,1,10 cm,8 cm,22 cm,0.28 kg
SKENINGE,403.164.70,Mix different spotlights or mix spotlights and pendant lamps if you want to add a personal touch to your lighting or combine work and mood lighting.,IKEA of Sweden,na,See Reviews,Dining,Track lighting,1,9 cm,4 cm,9 cm,0.12 kg
SKENINGE,603.164.93,Helps you connect SKENINGE tracks in a straight line.,IKEA of Sweden,na,See Reviews,Dining,Track lighting,1,4 cm,4 cm,8 cm,0.04 kg
ÖSTANÅ,002.285.07,The simple design with soft rounded shapes is easy to place in almost any bathroom. The adjustable heads can be directed to provide general light or to highlight things like baskets and bottles on a shelf.,Inma Bermudez,1,5,Dining,Ceiling spotlights,1,na,na,14 cm,0.63 kg
NYMÅNE,903.597.73,Timeless design that’s spot-on. NYMÅNE lamps have attitude but blend right in with most styles and expressions. Combine different lamps from the series for a unified look in your home.,Håkan Olsson,18,4.7,Dining,Ceiling spotlights,1,26 cm,11 cm,28 cm,1.60 kg
HUSINGE,602.629.23,You can easily direct the light where you want it because the arms and spotlights are adjustable.,IKEA of Sweden,16,4.4,Dining,Ceiling spotlights,1,14 cm,13 cm,56 cm,1.45 kg
HEKTAR,402.974.95,"The simple, oversized metal shape is inspired by old lamps from places like factories and theaters. Used together, HEKTAR lamps support different activities and create a unified, rustic look in the room.",Ola Wihlborg,4,3.3,Dining,Ceiling spotlights,1,14 cm,11 cm,63 cm,1.43 kg
